Unnamed: 0,image_id,min_response,max_response,mean_response,std_response,number of raters,image_filename,artist,title,genre,style,4_styles,2_styles,mean_response_bin,mean_response_scaled
1137,55272,23,100,70.94444444444444,18.299701772633355,18,nicholas-roerich_everest-1935.jpg,nicholas-roerich,everest-1935.jpg,landscape,Symbolism,Representational/ Figurative art,FIGURATIVE,5,7.094444444444444
1138,49458,17,100,58.80952380952381,18.6885501,21,juan-gris_violin-and-glass-1915.jpg,juan-gris,violin-and-glass-1915.jpg,still life,Synthetic_Cubism,Representational abstract art - Identifiable,FIGURATIVE,4,5.880952380952381
1139,53238,0,83,47.0,24.974987487484352,25,martiros-saryan_the-last-draft-of-the-artist-1972.jpg,martiros-saryan,the-last-draft-of-the-artist-1972.jpg,landscape,Naive_Art_Primitivism,Representational/ Figurative art,FIGURATIVE,3,4.7
1140,57741,0,100,48.90909090909091,29.47138901651516,22,paul-jenkins_not_detected_235698.jpg,paul-jenkins,235698.jpg,abstract,Abstract_Expressionism,"Non-representational, abstract - lyrical",ABSTRACT,3,4.890909090909091
1141,51645,14,82,51.34782608695652,19.448320085554887,23,lucas-cranach-the-elder_portrait-of-johann-i-the-steadfast-elector-of-saxony.jpg,lucas-cranach-the-elder,portrait-of-johann-i-the-steadfast-elector-of-saxony.jpg,portrait,Northern_Renaissance,Representational/ Figurative art,FIGURATIVE,3,5.1347826086956525
1142,5145,2,100,53.696969696969695,25.26792043343304,33,ivan-vladimirov_removal-of-the-royal-coats-of-arms-an-eagle-down-1917.jpg,ivan-vladimirov,removal-of-the-royal-coats-of-arms-an-eagle-down-1917.jpg,portrait,Realism,Representational/ Figurative art,FIGURATIVE,3,5.369696969696969
1143,49236,8,85,48.04761904761905,23.341971190274805,21,juan-gris_landscape-at-ceret-1913.jpg,juan-gris,landscape-at-ceret-1913.jpg,landscape,Synthetic_Cubism,Representational abstract art - Identifiable,FIGURATIVE,3,4.8047619047619055
1144,48369,0,89,28.916666666666668,26.94747978321288,24,john-mclaughlin_number-6.jpg,john-mclaughlin,number-6.jpg,abstract,Minimalism,"Non-representational, abstract - geometric",ABSTRACT,1,2.8916666666666666
1145,297,1,95,39.16129032258065,23.37819036936428,31,friedel-dzubas_untitled-77-1954.jpg,friedel-dzubas,untitled-77-1954.jpg,abstract,Abstract_Expressionism,"Non-representational, abstract - lyrical",ABSTRACT,2,3.916129032258065
1146,54189,0,77,22.125,25.29532092837656,24,milton-resnick_bruno-1982.jpg,milton-resnick,bruno-1982.jpg,abstract,Abstract_Expressionism,"Non-representational, abstract - lyrical",ABSTRACT,1,2.2125
1147,46701,2,84,44.69230769230769,25.63867271255551,26,jean-david_house.jpg,jean-david,house.jpg,cityscape,Cubism,Representational abstract art - Identifiable,FIGURATIVE,3,4.469230769230769
1148,55710,0,85,52.82758620689656,23.39577032,29,niko-pirosmani_a-peasant-woman-with-her-son.jpg,niko-pirosmani,a-peasant-woman-with-her-son.jpg,portrait,Naive_Art_Primitivism,Representational/ Figurative art,FIGURATIVE,3,5.282758620689656
1149,54195,0,82,29.615384615384617,22.081805946211773,26,milton-resnick_flag-1963.jpg,milton-resnick,flag-1963.jpg,abstract,Abstract_Expressionism,"Non-representational, abstract - lyrical",ABSTRACT,1,2.9615384615384617
1150,51723,11,98,59.60869565217392,22.06135891807785,23,lucian-freud_garden-in-winter.jpg,lucian-freud,garden-in-winter.jpg,landscape,Contemporary_Realism,Representational/ Figurative art,FIGURATIVE,4,5.960869565217392
1151,57186,0,96,41.82608695652174,33.01742263757816,23,patrick-caulfield_coloured-still-life-1967.jpg,patrick-caulfield,coloured-still-life-1967.jpg,still life,Pop_Art,Representational/ Figurative art,FIGURATIVE,2,4.182608695652174
1152,31800,0,98,47.19047619047619,28.30480356338663,21,andy-warhol_madonna-and-self-portrait-with-skeleton-s-arm-after-munch.jpg,andy-warhol,madonna-and-self-portrait-with-skeleton-s-arm-after-munch.jpg,portrait,Pop_Art,Representational/ Figurative art,FIGURATIVE,3,4.719047619047619
1153,1527,1,100,54.27777777777778,22.91177003963697,36,boris-kustodiev_the-merchant-s-wife-at-tea-1920.jpg,boris-kustodiev,the-merchant-s-wife-at-tea-1920.jpg,portrait,Art_Nouveau_Modern,Representational/ Figurative art,FIGURATIVE,3,5.427777777777778
1154,55908,18,91,58.54545454545455,17.673567222125204,22,nikolai-ge_portrait-of-m-v-alekhin.jpg,nikolai-ge,portrait-of-m-v-alekhin.jpg,portrait,Realism,Representational/ Figurative art,FIGURATIVE,4,5.8545454545454545
1155,54813,26,83,56.035714285714285,14.379723746527782,28,mstislav-dobuzhinsky_glassmakers-street-in-vilno-1906-1.jpg,mstislav-dobuzhinsky,glassmakers-street-in-vilno-1906-1.jpg,cityscape,Symbolism,Representational/ Figurative art,FIGURATIVE,4,5.603571428571429
1156,49809,0,78,31.08333333333333,23.63842977692978,24,kazimir-malevich_mower-1912.jpg,kazimir-malevich,mower-1912.jpg,portrait,Cubism,Representational abstract art - Identifiable,FIGURATIVE,1,3.108333333333333
1157,37266,0,100,46.333333333333336,29.40294769803418,21,elaine-de-kooning_al-lazar-man-in-a-hotel-room-1954.jpg,elaine-de-kooning,al-lazar-man-in-a-hotel-room-1954.jpg,abstract,Abstract_Expressionism,"Non-representational, abstract - lyrical",ABSTRACT,3,4.633333333333334
1158,55554,28,81,55.76470588235294,16.22316789257228,17,nicholas-roerich_smolensk-the-porch-of-the-convent-1903-1.jpg,nicholas-roerich,smolensk-the-porch-of-the-convent-1903-1.jpg,cityscape,Art_Nouveau_Modern,Representational/ Figurative art,FIGURATIVE,4,5.576470588235294
1159,51339,12,100,58.25925925925926,23.66040605769087,27,louise-elisabeth-vigee-le-brun_portrait-of-lisabeth-of-france.jpg,louise-elisabeth-vigee-le-brun,portrait-of-lisabeth-of-france.jpg,portrait,Rococo,Representational/ Figurative art,FIGURATIVE,4,5.825925925925926
1160,4002,0,91,48.78260869565217,24.646512793605822,23,genevieve-asse_ouverture-de-la-nuit-1973.jpg,genevieve-asse,ouverture-de-la-nuit-1973.jpg,abstract,Minimalism,"Non-representational, abstract - geometric",ABSTRACT,3,4.878260869565217
1161,249,0,87,34.208333333333336,20.984423139384926,24,frank-lobdell_dance-iv-1970.jpg,frank-lobdell,dance-iv-1970.jpg,abstract,Abstract_Expressionism,"Non-representational, abstract - lyrical",ABSTRACT,2,3.4208333333333334
1162,48798,0,100,64.92857142857143,23.145159595440525,28,josefa-de-obidos_natureza-morta-com-frutos-e-flores-1670.jpg,josefa-de-obidos,natureza-morta-com-frutos-e-flores-1670.jpg,still life,Baroque,Representational/ Figurative art,FIGURATIVE,4,6.492857142857143
1163,31647,42,100,73.9047619,15.867907114376369,21,andrei-ryabushkin_winter-morning.jpg,andrei-ryabushkin,winter-morning.jpg,cityscape,Art_Nouveau_Modern,Representational/ Figurative art,FIGURATIVE,5,7.390476189999999
1164,41496,0,84,46.84615384615385,19.95333016354374,26,giovanni-bellini_portrait-of-a-young-man-in-red-1490.jpg,giovanni-bellini,portrait-of-a-young-man-in-red-1490.jpg,portrait,High_Renaissance,Representational/ Figurative art,FIGURATIVE,3,4.684615384615385
1165,4239,0,83,42.91666666666666,25.501776010900592,24,robert-mangold_series-of-three-1984.jpg,robert-mangold,series-of-three-1984.jpg,abstract,Minimalism,"Non-representational, abstract - geometric",ABSTRACT,2,4.291666666666666
1166,47862,21,100,78.77777777777777,19.237082925358617,18,john-atkinson-grimshaw_wimbledon-park-autumn-after-glow-1866.jpg,john-atkinson-grimshaw,wimbledon-park-autumn-after-glow-1866.jpg,cityscape,Romanticism,Representational/ Figurative art,FIGURATIVE,6,7.877777777777777
1167,54135,0,100,40.71428571428572,31.96426576216456,21,mikhail-vrubel_artist-s-son-1901.jpg,mikhail-vrubel,artist-s-son-1901.jpg,portrait,Art_Nouveau_Modern,Representational/ Figurative art,FIGURATIVE,2,4.071428571428572
1168,40704,0,75,40.77777777777778,22.38054710879269,18,georges-braque_pedestal-table-stal-1912.jpg,georges-braque,pedestal-table-stal-1912.jpg,still life,Analytical_Cubism,Representational abstract art - Identifiable,FIGURATIVE,2,4.0777777777777775
1169,4923,1,100,59.38461538461539,28.26740444126688,26,boris-kustodiev_portrait-of-yulia-yevstafievna-kustodieva-the-artist-s-wife-1903.jpg,boris-kustodiev,portrait-of-yulia-yevstafievna-kustodieva-the-artist-s-wife-1903.jpg,portrait,Realism,Representational/ Figurative art,FIGURATIVE,4,5.938461538461539
1170,56688,0,85,36.75,28.696001922145697,20,pablo-picasso_nude-with-towel-1907.jpg,pablo-picasso,nude-with-towel-1907.jpg,nude painting,Cubism,Representational abstract art - Identifiable,FIGURATIVE,2,3.675
1171,37710,6,92,54.84615384615385,23.51457812964937,26,esaias-van-de-velde_path-along-a-river-with-building-on-stilts.jpg,esaias-van-de-velde,path-along-a-river-with-building-on-stilts.jpg,landscape,Baroque,Representational/ Figurative art,FIGURATIVE,4,5.484615384615385
1172,47460,0,82,57.7,20.256512922748417,20,joan-miro_not_detected_227965.jpg,joan-miro,227965.jpg,landscape,Cubism,Representational abstract art - Identifiable,FIGURATIVE,4,5.7700000000000005
1173,37662,0,74,32.35,22.607113458983843,20,ernst-ludwig-kirchner_stooping-act-in-space.jpg,ernst-ludwig-kirchner,stooping-act-in-space.jpg,nude painting,Expressionism,Representational abstract art - Identifiable,FIGURATIVE,1,3.2350000000000003
1174,58437,0,96,34.27272727272727,27.93901831827211,22,perle-fine_untitled-1957.jpg,perle-fine,untitled-1957.jpg,abstract,Abstract_Expressionism,"Non-representational, abstract - lyrical",ABSTRACT,2,3.4272727272727272
1175,58077,56,100,81.6,10.81616723632778,20,paul-signac_chateau-de-comblat.jpg,paul-signac,chateau-de-comblat.jpg,landscape,Pointillism,Representational abstract art - Identifiable,FIGURATIVE,6,8.16
1176,34962,0,76,27.444444444444443,19.680785892167343,27,charles-lapicque_untitled-1.jpg,charles-lapicque,untitled-1.jpg,landscape,Fauvism,Representational abstract art - Identifiable,FIGURATIVE,1,2.7444444444444445
1177,3615,16,100,58.0,20.03538536,25,pierre-auguste-renoir_flowers-in-a-vase-with-blue-decoration.jpg,pierre-auguste-renoir,flowers-in-a-vase-with-blue-decoration.jpg,flower painting,Impressionism,Representational abstract art - Identifiable,FIGURATIVE,4,5.8
1178,50559,8,99,53.22727272727273,24.46364030494433,22,le-pho_les-pommeirs-du-japon.jpg,le-pho,les-pommeirs-du-japon.jpg,still life,Post_Impressionism,Representational abstract art - Identifiable,FIGURATIVE,3,5.322727272727272
1179,729,0,98,42.8,26.041633333312003,25,julio-pomar_metro-1964.jpg,julio-pomar,metro-1964.jpg,abstract,Abstract_Expressionism,"Non-representational, abstract - lyrical",ABSTRACT,2,4.279999999999999
1180,33807,0,77,42.5625,24.50569661663725,16,boris-kustodiev_blanket-1915.jpg,boris-kustodiev,blanket-1915.jpg,still life,Art_Nouveau_Modern,Representational/ Figurative art,FIGURATIVE,2,4.25625
1181,120,7,82,41.81481481481482,21.467393946378373,27,brice-marden_vine-1993.jpg,brice-marden,vine-1993.jpg,abstract,Abstract_Expressionism,"Non-representational, abstract - lyrical",ABSTRACT,2,4.181481481481482
1182,50388,0,100,42.935483870967744,24.33918032565458,31,kuzma-petrov-vodkin_shah-i-zinda-1921.jpg,kuzma-petrov-vodkin,shah-i-zinda-1921.jpg,cityscape,Symbolism,Representational/ Figurative art,FIGURATIVE,2,4.2935483870967746
1183,39198,0,92,44.0,25.45448947597965,30,frank-stella_protractor-variation-ix-1968.jpg,frank-stella,protractor-variation-ix-1968.jpg,abstract,Color_Field_Painting,"Non-representational, abstract - lyrical",ABSTRACT,3,4.4
1184,33768,0,94,37.66666666666666,29.89505453606475,36,blinky-palermo_who-knows-the-beginning-and-who-knows-the-end-i-1976.jpg,blinky-palermo,who-knows-the-beginning-and-who-knows-the-end-i-1976.jpg,abstract,Abstract_Expressionism,"Non-representational, abstract - lyrical",ABSTRACT,2,3.7666666666666657
1185,58716,1,100,70.125,27.32304728692388,24,piero-della-francesca_ideal-city.jpg,piero-della-francesca,ideal-city.jpg,cityscape,Early_Renaissance,Representational/ Figurative art,FIGURATIVE,5,7.0125
1186,39519,0,90,35.523809523809526,31.60319453412748,21,franz-kline_number-2.jpg,franz-kline,number-2.jpg,abstract,Action_painting,"Non-representational, abstract - lyrical",ABSTRACT,2,3.5523809523809526
1187,51564,5,83,43.625,25.17903285776032,24,lucas-cranach-the-elder_portrait-of-a-man-1514.jpg,lucas-cranach-the-elder,portrait-of-a-man-1514.jpg,portrait,Northern_Renaissance,Representational/ Figurative art,FIGURATIVE,3,4.3625
1188,29958,0,81,22.666666666666668,20.57263554660252,21,aki-kuroda_untitled-2006.jpg,aki-kuroda,untitled-2006.jpg,abstract,Abstract_Expressionism,"Non-representational, abstract - lyrical",ABSTRACT,1,2.2666666666666666
1189,48504,22,94,56.12,21.96269564511606,25,john-miller_majorcan-house.jpg,john-miller,majorcan-house.jpg,landscape,Contemporary_Realism,Representational/ Figurative art,FIGURATIVE,4,5.612
1190,1734,0,100,61.833333333333336,28.61083204216416,24,david-teniers-the-younger_arrival-of-christina-of-sweden-in-brussel.jpg,david-teniers-the-younger,arrival-of-christina-of-sweden-in-brussel.jpg,cityscape,Baroque,Representational/ Figurative art,FIGURATIVE,4,6.183333333333334
1191,36018,7,100,58.0,27.444158179507312,23,dante-gabriel-rossetti_silence-1870.jpg,dante-gabriel-rossetti,silence-1870.jpg,portrait,Romanticism,Representational/ Figurative art,FIGURATIVE,4,5.8
1192,2817,4,88,47.2962963,25.999726055975188,27,dimitris-mytaras_boat-and-mermaid.jpg,dimitris-mytaras,boat-and-mermaid.jpg,landscape,Expressionism,Representational abstract art - Identifiable,FIGURATIVE,3,4.72962963
1193,753,0,95,47.76,27.79730203,25,manabu-mabe_alvorada-da-industria-1966.jpg,manabu-mabe,alvorada-da-industria-1966.jpg,abstract,Abstract_Expressionism,"Non-representational, abstract - lyrical",ABSTRACT,3,4.776
1194,40872,0,100,49.04,27.90083630765692,25,georges-braque_violin-and-glass-1913.jpg,georges-braque,violin-and-glass-1913.jpg,still life,Synthetic_Cubism,Representational abstract art - Identifiable,FIGURATIVE,3,4.904
1195,38859,1,99,63.34482759,20.97494400140484,29,francesco-hayez_female-nude-1859.jpg,francesco-hayez,female-nude-1859.jpg,nude painting,Romanticism,Representational/ Figurative art,FIGURATIVE,4,6.334482759
1196,2796,0,84,46.583333333333336,24.250354845752828,24,arturo-souto_enthusiasm-of-fighting.jpg,arturo-souto,enthusiasm-of-fighting.jpg,portrait,Expressionism,Representational abstract art - Identifiable,FIGURATIVE,3,4.658333333333333
1197,38049,11,100,56.57142857142857,23.557528369019167,21,felicien-rops_sex-is-like-god.jpg,felicien-rops,sex-is-like-god.jpg,nude painting,Symbolism,Representational/ Figurative art,FIGURATIVE,4,5.657142857142857
1198,46290,2,88,46.13636363636363,26.150289909246936,22,jan-van-eyck_man-in-a-blue-turban-1433.jpg,jan-van-eyck,man-in-a-blue-turban-1433.jpg,portrait,Northern_Renaissance,Representational/ Figurative art,FIGURATIVE,3,4.613636363636363
1199,39099,6,97,40.04,24.885537968868583,25,frank-stella_and-the-holy-one-blessed-be-he-1984.jpg,frank-stella,and-the-holy-one-blessed-be-he-1984.jpg,abstract,Abstract_Expressionism,"Non-representational, abstract - lyrical",ABSTRACT,2,4.004
1200,57036,7,100,62.37931034482759,25.95107180982739,29,paolo-veronese_lucretia.jpg,paolo-veronese,lucretia.jpg,portrait,Mannerism_Late_Renaissance,Representational/ Figurative art,FIGURATIVE,4,6.2379310344827585
1201,48606,0,100,52.785714285714285,29.050858523499453,28,john-russell_samuel-wesley-1766-1837-1777.jpg,john-russell,samuel-wesley-1766-1837-1777.jpg,portrait,Rococo,Representational/ Figurative art,FIGURATIVE,3,5.2785714285714285
1202,42711,1,79,33.55,21.18955800438161,20,helen-frankenthaler_contentment-island-2004.jpg,helen-frankenthaler,contentment-island-2004.jpg,abstract,Color_Field_Painting,"Non-representational, abstract - lyrical",ABSTRACT,2,3.3549999999999995
1203,48006,3,82,44.73684210526316,23.757670352641803,19,john-french-sloan_carol-with-red-curls-1913.jpg,john-french-sloan,carol-with-red-curls-1913.jpg,portrait,New_Realism,Representational/ Figurative art,FIGURATIVE,3,4.473684210526316
1204,56610,8,100,51.75,24.35114496013617,24,pablo-picasso_head-of-a-man-with-hat-1912.jpg,pablo-picasso,head-of-a-man-with-hat-1912.jpg,portrait,Synthetic_Cubism,Representational abstract art - Identifiable,FIGURATIVE,3,5.175
1205,1383,2,100,46.11538461538461,25.078001392578194,26,willem-de-kooning_untitled-xii.jpg,willem-de-kooning,untitled-xii.jpg,abstract,Abstract_Expressionism,"Non-representational, abstract - lyrical",ABSTRACT,3,4.611538461538461
1206,4266,0,78,20.0,21.47184202624452,26,robert-ryman_first-conversion-2003.jpg,robert-ryman,first-conversion-2003.jpg,abstract,Minimalism,"Non-representational, abstract - geometric",ABSTRACT,0,2.0
1207,40896,17,100,52.833333333333336,27.17842281418601,24,georges-braque_violin-melodie-1914.jpg,georges-braque,violin-melodie-1914.jpg,still life,Synthetic_Cubism,Representational abstract art - Identifiable,FIGURATIVE,3,5.283333333333333
1208,52341,9,86,55.26315789473684,22.68098103223922,19,maria-primachenko_lovely-spring-what-did-you-bring-1977.jpg,maria-primachenko,lovely-spring-what-did-you-bring-1977.jpg,flower painting,Naive_Art_Primitivism,Representational/ Figurative art,FIGURATIVE,4,5.526315789473684
1209,5289,0,100,56.85714285714285,30.507697007797507,28,salvador-dali_gala-s-foot-left-panel.jpg,salvador-dali,gala-s-foot-left-panel.jpg,portrait,Realism,Representational/ Figurative art,FIGURATIVE,4,5.685714285714285
1210,37728,29,100,69.21739130434783,17.7250632,23,esaias-van-de-velde_view-of-zierikzee-1618.jpg,esaias-van-de-velde,view-of-zierikzee-1618.jpg,cityscape,Baroque,Representational/ Figurative art,FIGURATIVE,5,6.921739130434783
1211,41715,0,72,29.73913043478261,20.852768273397945,23,guido-molinari_untitled-1953.jpg,guido-molinari,untitled-1953.jpg,abstract,Color_Field_Painting,"Non-representational, abstract - lyrical",ABSTRACT,1,2.973913043478261
1212,45636,5,87,49.125,24.168453207327573,24,jackson-pollock_number-12-1949.jpg,jackson-pollock,number-12-1949.jpg,abstract,Action_painting,"Non-representational, abstract - lyrical",ABSTRACT,3,4.9125
1213,51363,1,86,50.63333333333333,23.536447646492704,30,lourdes-castro_ombre-port-e-de-maurice-henry-1968.jpg,lourdes-castro,ombre-port-e-de-maurice-henry-1968.jpg,portrait,Pop_Art,Representational/ Figurative art,FIGURATIVE,3,5.0633333333333335
1214,5010,24,100,66.07142857142857,21.431939770539724,28,henri-fantin-latour_bouquet-of-roses-1902.jpg,henri-fantin-latour,bouquet-of-roses-1902.jpg,flower painting,Realism,Representational/ Figurative art,FIGURATIVE,5,6.607142857142857
1215,52752,0,68,28.761904761904763,25.522352481510712,21,mark-rothko_untitled-green-on-blue-1968.jpg,mark-rothko,untitled-green-on-blue-1968.jpg,abstract,Color_Field_Painting,"Non-representational, abstract - lyrical",ABSTRACT,1,2.876190476190476
1216,57747,16,81,45.09090909090909,21.18154877854801,22,paul-jenkins_not_detected_235700.jpg,paul-jenkins,235700.jpg,abstract,Abstract_Expressionism,"Non-representational, abstract - lyrical",ABSTRACT,3,4.50909090909091
1217,52692,0,59,26.95,20.610357641372048,20,mark-rothko_untitled-1949-1.jpg,mark-rothko,untitled-1949-1.jpg,abstract,Color_Field_Painting,"Non-representational, abstract - lyrical",ABSTRACT,1,2.695
1218,2949,0,95,50.85714285714285,26.76057868261768,21,lucian-freud_bruce-bernard-seated.jpg,lucian-freud,bruce-bernard-seated.jpg,portrait,Expressionism,Representational abstract art - Identifiable,FIGURATIVE,3,5.0857142857142845
1219,38874,0,83,41.208333333333336,19.70429034426296,24,francis-picabia_portrait-of-jeanne-marie-bourgeois-1917.jpg,francis-picabia,portrait-of-jeanne-marie-bourgeois-1917.jpg,portrait,Fauvism,Representational abstract art - Identifiable,FIGURATIVE,2,4.120833333333334
1220,43854,1,99,44.76190476190476,27.87634259,21,henri-matisse_the-beasts-of-the-sea-1950.jpg,henri-matisse,the-beasts-of-the-sea-1950.jpg,abstract,Abstract_Expressionism,"Non-representational, abstract - lyrical",ABSTRACT,3,4.476190476190476
1221,51948,4,85,52.08,27.47107569790452,25,mabuse_portrait-of-francisco-de-los-cobos.jpg,mabuse,portrait-of-francisco-de-los-cobos.jpg,portrait,Northern_Renaissance,Representational/ Figurative art,FIGURATIVE,3,5.208
1222,34896,0,92,50.42857142857143,26.55769049389928,35,charles-hinman_fan-dance-1968.jpg,charles-hinman,fan-dance-1968.jpg,abstract,Color_Field_Painting,"Non-representational, abstract - lyrical",ABSTRACT,3,5.042857142857143
1223,36240,0,91,55.064516129032256,23.991575582373308,31,diego-velazquez_villa-medici-in-rome-facade-of-the-grotto-logia-1630.jpg,diego-velazquez,villa-medici-in-rome-facade-of-the-grotto-logia-1630.jpg,cityscape,Baroque,Representational/ Figurative art,FIGURATIVE,4,5.506451612903225
1224,54594,0,85,32.333333333333336,24.86433779769023,18,morris-louis_number-99-1960.jpg,morris-louis,number-99-1960.jpg,abstract,Color_Field_Painting,"Non-representational, abstract - lyrical",ABSTRACT,1,3.2333333333333334
1225,1968,0,80,33.46666666666667,25.1967887,30,anne-appleby_verona-variation-4-2003.jpg,anne-appleby,verona-variation-4-2003.jpg,abstract,Color_Field_Painting,"Non-representational, abstract - lyrical",ABSTRACT,2,3.3466666666666667
1226,48885,2,100,63.68181818181818,24.59652775269667,22,joshua-reynolds_catherine-lady-bampfylde.jpg,joshua-reynolds,catherine-lady-bampfylde.jpg,portrait,Rococo,Representational/ Figurative art,FIGURATIVE,4,6.368181818181818
1227,58539,16,81,51.1875,23.10041485918958,16,peter-paul-rubens_charles-the-bold-duke-of-burgundy.jpg,peter-paul-rubens,charles-the-bold-duke-of-burgundy.jpg,portrait,Baroque,Representational/ Figurative art,FIGURATIVE,3,5.11875
1228,4758,17,86,54.21212121212121,20.89969733,33,max-pechstein_hafen-1911.jpg,max-pechstein,hafen-1911.jpg,landscape,Post_Impressionism,Representational abstract art - Identifiable,FIGURATIVE,3,5.421212121212121
1229,58044,0,83,39.89473684210526,28.894241519417942,19,paul-reed_upstart-18f-1965.jpg,paul-reed,upstart-18f-1965.jpg,abstract,Color_Field_Painting,"Non-representational, abstract - lyrical",ABSTRACT,2,3.989473684210526
1230,42810,0,98,30.8,27.594049701835512,20,helen-frankenthaler_new-york-iii-1972.jpg,helen-frankenthaler,new-york-iii-1972.jpg,abstract,Color_Field_Painting,"Non-representational, abstract - lyrical",ABSTRACT,1,3.08
1231,37692,12,97,54.59090909090909,23.70987154452779,22,esaias-van-de-velde_arcadian-landscape.jpg,esaias-van-de-velde,arcadian-landscape.jpg,landscape,Baroque,Representational/ Figurative art,FIGURATIVE,3,5.459090909090909
1232,44688,0,81,36.516129032258064,23.41918155094514,31,ilya-mashkov_portrait-of-emma-ribarik-1920.jpg,ilya-mashkov,portrait-of-emma-ribarik-1920.jpg,portrait,Fauvism,Representational abstract art - Identifiable,FIGURATIVE,2,3.6516129032258062
1233,47946,0,68,26.0,17.655432187128294,22,john-ferren_medeanus.jpg,john-ferren,medeanus.jpg,abstract,Color_Field_Painting,"Non-representational, abstract - lyrical",ABSTRACT,1,2.6
1234,56190,4,99,47.91304347826087,28.90723885980852,23,olexandr-archipenko_two-nude-female-figures-seated-and-bending.jpg,olexandr-archipenko,two-nude-female-figures-seated-and-bending.jpg,nude painting,Cubism,Representational abstract art - Identifiable,FIGURATIVE,3,4.791304347826086
1235,32367,0,100,53.71428571428572,25.577612979210663,21,antoine-pesne_georg-wenzeslaus-von-knobelsdorff-1738.jpg,antoine-pesne,georg-wenzeslaus-von-knobelsdorff-1738.jpg,portrait,Rococo,Representational/ Figurative art,FIGURATIVE,3,5.371428571428572
1236,38694,0,100,37.23076923076923,27.86726781341536,26,fernando-botero_torso.jpg,fernando-botero,torso.jpg,nude painting,Naive_Art_Primitivism,Representational/ Figurative art,FIGURATIVE,2,3.723076923076923
1237,46224,17,100,71.66666666666667,21.81277381373757,24,jan-siberechts_view-of-a-house-and-its-estate-in-belsize-middlesex-1696.jpg,jan-siberechts,view-of-a-house-and-its-estate-in-belsize-middlesex-1696.jpg,landscape,Baroque,Representational/ Figurative art,FIGURATIVE,5,7.166666666666667
1238,41184,11,95,47.42105263157895,24.99625703,19,gerhard-richter_korn.jpg,gerhard-richter,korn.jpg,abstract,Abstract_Expressionism,"Non-representational, abstract - lyrical",ABSTRACT,3,4.742105263157895
1239,54936,24,89,62.54838709677419,17.32019767,31,mstislav-dobuzhinsky_vilno-street-1906(1).jpg,mstislav-dobuzhinsky,vilno-street-1906(1).jpg,cityscape,Symbolism,Representational/ Figurative art,FIGURATIVE,4,6.254838709677419
1240,53211,24,100,66.57692307692308,19.469305230383704,26,martiros-saryan_still-life-cyclamen-1940.jpg,martiros-saryan,still-life-cyclamen-1940.jpg,still life,Realism,Representational/ Figurative art,FIGURATIVE,5,6.657692307692308
1241,30693,0,87,38.55,24.86696180625378,20,albrecht-durer_willibald-pirckheimer-1524.jpg,albrecht-durer,willibald-pirckheimer-1524.jpg,portrait,Northern_Renaissance,Representational/ Figurative art,FIGURATIVE,2,3.8549999999999995
1242,55917,13,95,56.77777777777778,21.55855379727651,18,nikolaos-lytras_landscape-mountain-ymmitos.jpg,nikolaos-lytras,landscape-mountain-ymmitos.jpg,landscape,Expressionism,Representational abstract art - Identifiable,FIGURATIVE,4,5.677777777777778
1243,5070,32,100,72.08,14.767419092944667,25,horia-bernea_landscape-1983.jpg,horia-bernea,landscape-1983.jpg,landscape,Realism,Representational/ Figurative art,FIGURATIVE,5,7.208
1244,58314,0,83,41.42105263157895,25.146936613683817,19,pericles-pantazis_best-friends-forever.jpg,pericles-pantazis,best-friends-forever.jpg,portrait,Impressionism,Representational abstract art - Identifiable,FIGURATIVE,2,4.142105263157895
1245,48894,6,100,63.95238095238095,25.71862397267045,21,joshua-reynolds_commodore-the-honourable-augustus-keppel.jpg,joshua-reynolds,commodore-the-honourable-augustus-keppel.jpg,portrait,Rococo,Representational/ Figurative art,FIGURATIVE,4,6.395238095238095
1246,29472,11,90,51.6,23.61413953983708,30,abraham-manievich_camden-1923.jpg,abraham-manievich,camden-1923.jpg,cityscape,Fauvism,Representational abstract art - Identifiable,FIGURATIVE,3,5.16
1247,44610,0,83,37.142857142857146,22.206498405389613,21,ilka-gedo_jardin-des-plantes-paris-1980.jpg,ilka-gedo,jardin-des-plantes-paris-1980.jpg,abstract,Expressionism,Representational abstract art - Identifiable,FIGURATIVE,2,3.7142857142857144
1248,39696,17,89,58.63157894736842,20.125192963369702,19,frederic-bazille_landscape-at-chailly.jpg,frederic-bazille,landscape-at-chailly.jpg,landscape,Impressionism,Representational abstract art - Identifiable,FIGURATIVE,4,5.863157894736842
1249,5919,18,100,58.125,21.00168212724669,24,nicholas-roerich_morning-rider-1918.jpg,nicholas-roerich,morning-rider-1918.jpg,landscape,Symbolism,Representational/ Figurative art,FIGURATIVE,4,5.8125
1250,31323,0,100,54.17647059,32.86950580347545,17,anders-zorn_against-the-current-1919.jpg,anders-zorn,against-the-current-1919.jpg,nude painting,Realism,Representational/ Figurative art,FIGURATIVE,3,5.417647059
1251,15,0,83,33.56,22.5149579909298,25,aaron-siskind_providence-92-1986.jpg,aaron-siskind,providence-92-1986.jpg,abstract,Abstract_Expressionism,"Non-representational, abstract - lyrical",ABSTRACT,2,3.3560000000000003
